"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Domain","Phylum","Family","Abundance","totalAbun","relativeAbun"
"Amid39","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Enterobacteriaceae",453,2238,20.2412868632708
"Amid39","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Halomonadaceae",75,2238,3.35120643431635
"Amid39","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Moraxellaceae",3,2238,0.134048257372654
"Amid39","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Orbaceae",20,2238,0.893655049151028
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",3,4052,0.0740375123395854
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Bacteroidaceae",504,4052,12.4383020730503
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",130,4052,3.20829220138203
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Christensenellaceae",2,4052,0.0493583415597236
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Enterococcaceae",865,4052,21.3474827245805
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Lachnospiraceae",323,4052,7.97137216189536
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Leuconostocaceae",3,4052,0.0740375123395854
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Ruminococcaceae",74,4052,1.82625863770977
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Streptococcaceae",338,4052,8.34155972359329
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Veillonellaceae",75,4052,1.85093780848963
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",598,4052,14.7581441263574
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Magnetospirillaceae",2,4052,0.0493583415597236
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Orbaceae",1006,4052,24.827245804541
"Amid40","adult","midgut","Adult midgut","male","Bacteria","Tenericutes","Spiroplasmataceae",129,4052,3.18361303060217
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Bacteroidaceae",2,1945,0.102827763496144
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",31,1945,1.59383033419023
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Enterococcaceae",737,1945,37.892030848329
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Lachnospiraceae",2,1945,0.102827763496144
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",946,1945,48.6375321336761
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Orbaceae",225,1945,11.5681233933162
"Amid41","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Pseudomonadaceae",2,1945,0.102827763496144
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Bacteroidaceae",3,3564,0.0841750841750842
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",249,3564,6.98653198653199
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Acidaminococcaceae",2,3564,0.0561167227833895
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Enterococcaceae",146,3564,4.09652076318743
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Lachnospiraceae",73,3564,2.04826038159371
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Leuconostocaceae",2,3564,0.0561167227833895
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Ruminococcaceae",20,3564,0.561167227833894
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Streptococcaceae",741,3564,20.7912457912458
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Veillonellaceae",45,3564,1.26262626262626
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Acetobacteraceae",5,3564,0.140291806958474
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Desulfovibrionaceae",2,3564,0.0561167227833895
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",971,3564,27.2446689113356
"Amid46","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Orbaceae",1305,3564,36.6161616161616
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Bacteroidetes","Dysgonomonadaceae",4,346,1.15606936416185
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Enterococcaceae",17,346,4.91329479768786
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Leuconostocaceae",28,346,8.09248554913295
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Streptococcaceae",28,346,8.09248554913295
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","uncultured bacterium",2,346,0.578034682080925
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Acetobacteraceae",253,346,73.121387283237
"Amid48","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Enterobacteriaceae",14,346,4.04624277456647
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",30,5122,0.585708707536119
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Bacteroidetes","Bacteroidaceae",11,5122,0.21475985942991
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Bacteroidetes","Dysgonomonadaceae",409,5122,7.98516204607575
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Deferribacteres","Deferribacteraceae",16,5122,0.312377977352597
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Enterococcaceae",1578,5122,30.8082780163998
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Erysipelotrichaceae",6,5122,0.117141741507224
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Eubacteriaceae",2,5122,0.0390472471690746
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Lachnospiraceae",88,5122,1.71807887543928
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Lactobacillaceae",4,5122,0.0780944943381492
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Leuconostocaceae",8,5122,0.156188988676298
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Peptococcaceae",3,5122,0.0585708707536119
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Ruminococcaceae",204,5122,3.98281921124561
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Streptococcaceae",166,5122,3.24092151503319
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Firmicutes","Veillonellaceae",35,5122,0.683326825458805
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Desulfovibrionaceae",26,5122,0.50761421319797
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Enterobacteriaceae",195,5122,3.80710659898477
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Magnetospirillaceae",16,5122,0.312377977352597
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Orbaceae",907,5122,17.7079265911753
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Proteobacteria","Pseudomonadaceae",29,5122,0.566185083951581
"Amid49","adult","midgut","Adult midgut","female","Bacteria","Tenericutes","Spiroplasmataceae",1389,5122,27.1183131589223
"Amid7","adult","midgut","Adult midgut","male","Archaea","Euryarchaeota","Methanosaetaceae",2,1118,0.178890876565295
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",11,1118,0.983899821109123
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Acidaminococcaceae",151,1118,13.5062611806798
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Enterococcaceae",21,1118,1.8783542039356
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Erysipelotrichaceae",2,1118,0.178890876565295
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Lachnospiraceae",31,1118,2.77280858676208
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","Leuconostocaceae",6,1118,0.536672629695885
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Firmicutes","uncultured bacterium",3,1118,0.268336314847943
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Beijerinckiaceae",14,1118,1.25223613595707
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Burkholderiaceae",2,1118,0.178890876565295
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Desulfovibrionaceae",36,1118,3.22003577817531
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",469,1118,41.9499105545617
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Moraxellaceae",7,1118,0.626118067978533
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Orbaceae",51,1118,4.56171735241503
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","Rhodocyclaceae",2,1118,0.178890876565295
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Proteobacteria","uncultured",3,1118,0.268336314847943
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Synergistetes","Synergistaceae",2,1118,0.178890876565295
"Amid7","adult","midgut","Adult midgut","male","Bacteria","Tenericutes","Spiroplasmataceae",305,1118,27.2808586762075
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Actinomycetaceae",3,15673,0.0191411982390098
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Cellulomonadaceae",20,15673,0.127607988260065
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",7,15673,0.0446627958910228
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Promicromonosporaceae",2,15673,0.0127607988260065
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","uncultured bacterium",3,15673,0.0191411982390098
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",1637,15673,10.4447138390863
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Rikenellaceae",230,15673,1.46749186499075
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Tannerellaceae",114,15673,0.727365533082371
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Deferribacteres","Deferribacteraceae",99,15673,0.631659541887322
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Elusimicrobia","Endomicrobiaceae",681,15673,4.34505200025522
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Acidaminococcaceae",367,15673,2.34160658457219
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Christensenellaceae",2,15673,0.0127607988260065
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Enterococcaceae",2401,15673,15.3193389906208
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Erysipelotrichaceae",239,15673,1.52491545970778
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Family XIII",51,15673,0.325400370063166
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Lachnospiraceae",1311,15673,8.36470363044727
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Leuconostocaceae",37,15673,0.23607477828112
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Ruminococcaceae",1853,15673,11.822880112295
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Streptococcaceae",66,15673,0.421106361258215
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Beijerinckiaceae",243,15673,1.55043705735979
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Burkholderiaceae",95,15673,0.606137944235309
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfarculaceae",3,15673,0.0191411982390098
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfobacteraceae",143,15673,0.912397116059465
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfovibrionaceae",1135,15673,7.24175333375869
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",1455,15673,9.28348114591974
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Nitrosomonadaceae",36,15673,0.229694378868117
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Orbaceae",3365,15673,21.4700440247559
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Rhizobiaceae",12,15673,0.076564792956039
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Rhodocyclaceae",51,15673,0.325400370063166
"hind12","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","uncultured delta proteobacterium",12,15673,0.076564792956039
"hind39","adult","hindgut","Adult hindgut","female","Archaea","Euryarchaeota","Methanobacteriaceae",2,16871,0.0118546618457708
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Cellulomonadaceae",4,16871,0.0237093236915417
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Bacteroidetes","Dysgonomonadaceae",6673,16871,39.5530792484144
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Deferribacteres","Deferribacteraceae",244,16871,1.44626874518404
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Acidaminococcaceae",157,16871,0.930590954893012
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Enterococcaceae",799,16871,4.73593740738545
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Erysipelotrichaceae",463,16871,2.74435421729595
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Lachnospiraceae",523,16871,3.09999407266908
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Leuconostocaceae",597,16871,3.5386165609626
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Peptococcaceae",2,16871,0.0118546618457708
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Ruminococcaceae",3240,16871,19.2045521901488
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Streptococcaceae",163,16871,0.966154940430324
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Veillonellaceae",170,16871,1.00764625689052
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Acetobacteraceae",12,16871,0.0711279710746251
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Beijerinckiaceae",149,16871,0.883172307509928
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Burkholderiaceae",74,16871,0.438622488293521
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Desulfobacteraceae",21,16871,0.124473949380594
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Desulfovibrionaceae",110,16871,0.652006401517397
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Enterobacteriaceae",1139,16871,6.7512299211665
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Moraxellaceae",5,16871,0.0296366546144271
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Nitrosomonadaceae",8,16871,0.0474186473830834
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Orbaceae",2105,16871,12.4770315926738
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Pseudomonadaceae",4,16871,0.0237093236915417
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Rhizobiaceae",174,16871,1.03135558058206
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Rhodocyclaceae",29,16871,0.171892596763677
"hind39","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","uncultured delta proteobacterium",4,16871,0.0237093236915417
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Actinomycetaceae",2,28431,0.0070345749358095
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Cellulomonadaceae",57,28431,0.200485385670571
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",18,28431,0.0633111744222855
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Microbacteriaceae",2,28431,0.0070345749358095
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Micrococcaceae",2,28431,0.0070345749358095
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Actinobacteria","Promicromonosporaceae",5,28431,0.0175864373395238
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Bacteroidetes","Bacteroidaceae",441,28431,1.551123773346
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Bacteroidetes","Dysgonomonadaceae",2919,28431,10.266962118814
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Bacteroidetes","Rikenellaceae",1203,28431,4.23129682388942
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Bacteroidetes","Tannerellaceae",3115,28431,10.9563504625233
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Deferribacteres","Deferribacteraceae",2893,28431,10.1755126446484
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Acidaminococcaceae",1913,28431,6.72857092610179
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Christensenellaceae",2,28431,0.0070345749358095
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Enterococcaceae",2365,28431,8.31838486159474
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Erysipelotrichaceae",8,28431,0.028138299743238
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Family XIII",24,28431,0.084414899229714
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Lachnospiraceae",1995,28431,7.01698849846998
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Leuconostocaceae",109,28431,0.383384334001618
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Firmicutes","Ruminococcaceae",2898,28431,10.193099081988
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Beijerinckiaceae",166,28431,0.583869719672189
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Burkholderiaceae",471,28431,1.65664239738314
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Desulfarculaceae",60,28431,0.211037248074285
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Desulfobacteraceae",100,28431,0.351728746790475
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Desulfovibrionaceae",2827,28431,9.94337167176673
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Enterobacteriaceae",3701,28431,13.0174809187155
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Nitrosomonadaceae",15,28431,0.0527593120185713
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Pseudomonadaceae",34,28431,0.119587773908762
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","Rhodocyclaceae",536,28431,1.88526608279695
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","uncultured",117,28431,0.411522633744856
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Proteobacteria","uncultured delta proteobacterium",422,28431,1.48429531145581
"hind4","adult","hindgut","Adult hindgut","female","Bacteria","Verrucomicrobia","Opitutaceae",11,28431,0.0386901621469523
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",99,27782,0.356345835433014
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Bacteroidaceae",2342,27782,8.42991865236484
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Dysgonomonadaceae",8047,27782,28.9647973508027
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Bacteroidetes","Rikenellaceae",315,27782,1.13382765819595
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Deferribacteres","Deferribacteraceae",102,27782,0.367144194082499
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Acidaminococcaceae",825,27782,2.96954862860845
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Christensenellaceae",106,27782,0.381542005615147
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Enterococcaceae",379,27782,1.36419264271831
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Erysipelotrichaceae",32,27782,0.115182492261176
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Eubacteriaceae",160,27782,0.575912461305881
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Family XIII",35,27782,0.125980850910662
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Lachnospiraceae",1423,27782,5.12202145273918
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Leuconostocaceae",64,27782,0.230364984522353
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Peptococcaceae",150,27782,0.539917932474264
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Ruminococcaceae",3619,27782,13.0264199841624
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Streptococcaceae",123,27782,0.442732704628896
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Firmicutes","Veillonellaceae",467,27782,1.68094449643654
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Beijerinckiaceae",4,27782,0.014397811532647
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Burkholderiaceae",203,27782,0.730688935281837
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Clade I",3,27782,0.0107983586494853
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfarculaceae",3,27782,0.0107983586494853
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfobacteraceae",25,27782,0.089986322079044
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Desulfovibrionaceae",3192,27782,11.4894536030523
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Enterobacteriaceae",1195,27782,4.3013461953783
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Magnetospirillaceae",358,27782,1.28860413217191
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Orbaceae",1124,27782,4.04578504067382
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Pseudomonadaceae",1752,27782,6.3062414512994
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","Rhizobiaceae",634,27782,2.28205312792456
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","uncultured",965,27782,3.4734720322511
"hind40","adult","hindgut","Adult hindgut","male","Bacteria","Proteobacteria","uncultured delta proteobacterium",36,27782,0.129580303793823
"hind41","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Actinomycetaceae",6,20719,0.0289589265891211
"hind41","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Cellulomonadaceae",3,20719,0.0144794632945605
"hind41","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",31,20719,0.149621120710459
"hind41","adult","hindgut","Adult hindgut","male","Bacteria","Actinobacteria","uncultured bacterium",2,20719,0.00965297552970703
